id,xmin,xmax,ymin,ymax
114,-43.293909823799900,-43.281909823799900,-22.676304828900000,-22.664304828900000
115,-43.281909823799900,-43.269909823799900,-22.676304828900000,-22.664304828900000
116,-43.269909823799900,-43.257909823799900,-22.676304828900000,-22.664304828900000
117,-43.257909823799900,-43.245909823799900,-22.676304828900000,-22.664304828900000
118,-43.245909823799900,-43.233909823799900,-22.676304828900000,-22.664304828900000
119,-43.233909823799900,-43.221909823799900,-22.676304828900000,-22.664304828900000
120,-43.221909823799900,-43.209909823799900,-22.676304828900000,-22.664304828900000
121,-43.209909823799900,-43.197909823799900,-22.676304828900000,-22.664304828900000
122,-43.197909823799900,-43.185909823799900,-22.676304828900000,-22.664304828900000
123,-43.185909823799900,-43.173909823799900,-22.676304828900000,-22.664304828900000
124,-43.173909823799900,-43.161909823799900,-22.676304828900000,-22.664304828900000
125,-43.161909823799900,-43.149909823799900,-22.676304828900000,-22.664304828900000
126,-43.149909823799900,-43.137909823799900,-22.676304828900000,-22.664304828900000
127,-43.137909823799900,-43.125909823799900,-22.676304828900000,-22.664304828900000
128,-43.125909823799900,-43.113909823799900,-22.676304828900000,-22.664304828900000
129,-43.113909823799900,-43.101909823799900,-22.676304828900000,-22.664304828900000
130,-43.101909823799900,-43.089909823799900,-22.676304828900000,-22.664304828900000
131,-43.089909823799900,-43.077909823799900,-22.676304828900000,-22.664304828900000
132,-43.077909823799900,-43.065909823799900,-22.676304828900000,-22.664304828900000
133,-43.065909823799900,-43.053909823799900,-22.676304828900000,-22.664304828900000
134,-43.053909823799900,-43.041909823799900,-22.676304828900000,-22.664304828900000
135,-43.041909823799900,-43.029909823799900,-22.676304828900000,-22.664304828900000
136,-43.845909823800000,-43.833909823799900,-22.688304828900000,-22.676304828900000
137,-43.833909823799900,-43.821909823799900,-22.688304828900000,-22.676304828900000
138,-43.821909823799900,-43.809909823799900,-22.688304828900000,-22.676304828900000
139,-43.809909823799900,-43.797909823799900,-22.688304828900000,-22.676304828900000
140,-43.797909823799900,-43.785909823799900,-22.688304828900000,-22.676304828900000
141,-43.785909823799900,-43.773909823799900,-22.688304828900000,-22.676304828900000
142,-43.773909823799900,-43.761909823799900,-22.688304828900000,-22.676304828900000
143,-43.761909823799900,-43.749909823799900,-22.688304828900000,-22.676304828900000
144,-43.749909823799900,-43.737909823799900,-22.688304828900000,-22.676304828900000
145,-43.737909823799900,-43.725909823799900,-22.688304828900000,-22.676304828900000
146,-43.725909823799900,-43.713909823799900,-22.688304828900000,-22.676304828900000
147,-43.713909823799900,-43.701909823799900,-22.688304828900000,-22.676304828900000
148,-43.701909823799900,-43.689909823799900,-22.688304828900000,-22.676304828900000
149,-43.689909823799900,-43.677909823799900,-22.688304828900000,-22.676304828900000
150,-43.677909823799900,-43.665909823799900,-22.688304828900000,-22.676304828900000
151,-43.665909823799900,-43.653909823799900,-22.688304828900000,-22.676304828900000
152,-43.653909823799900,-43.641909823799900,-22.688304828900000,-22.676304828900000
153,-43.641909823799900,-43.629909823799900,-22.688304828900000,-22.676304828900000
154,-43.629909823799900,-43.617909823799900,-22.688304828900000,-22.676304828900000
155,-43.617909823799900,-43.605909823799900,-22.688304828900000,-22.676304828900000
156,-43.605909823799900,-43.593909823799900,-22.688304828900000,-22.676304828900000
157,-43.593909823799900,-43.581909823799900,-22.688304828900000,-22.676304828900000
158,-43.581909823799900,-43.569909823799900,-22.688304828900000,-22.676304828900000
159,-43.569909823799900,-43.557909823799900,-22.688304828900000,-22.676304828900000
160,-43.557909823799900,-43.545909823799900,-22.688304828900000,-22.676304828900000
161,-43.545909823799900,-43.533909823799900,-22.688304828900000,-22.676304828900000
162,-43.533909823799900,-43.521909823799900,-22.688304828900000,-22.676304828900000
163,-43.521909823799900,-43.509909823799900,-22.688304828900000,-22.676304828900000
164,-43.509909823799900,-43.497909823799900,-22.688304828900000,-22.676304828900000
165,-43.497909823799900,-43.485909823799900,-22.688304828900000,-22.676304828900000
166,-43.485909823799900,-43.473909823799900,-22.688304828900000,-22.676304828900000
167,-43.473909823799900,-43.461909823799900,-22.688304828900000,-22.676304828900000
168,-43.461909823799900,-43.449909823799900,-22.688304828900000,-22.676304828900000
169,-43.449909823799900,-43.437909823799900,-22.688304828900000,-22.676304828900000
170,-43.437909823799900,-43.425909823799900,-22.688304828900000,-22.676304828900000
171,-43.425909823799900,-43.413909823799900,-22.688304828900000,-22.676304828900000
172,-43.413909823799900,-43.401909823799900,-22.688304828900000,-22.676304828900000
173,-43.401909823799900,-43.389909823799900,-22.688304828900000,-22.676304828900000
174,-43.389909823799900,-43.377909823799900,-22.688304828900000,-22.676304828900000
175,-43.377909823799900,-43.365909823799900,-22.688304828900000,-22.676304828900000
176,-43.365909823799900,-43.353909823799900,-22.688304828900000,-22.676304828900000
177,-43.353909823799900,-43.341909823799900,-22.688304828900000,-22.676304828900000
178,-43.341909823799900,-43.329909823799900,-22.688304828900000,-22.676304828900000
179,-43.329909823799900,-43.317909823799900,-22.688304828900000,-22.676304828900000
180,-43.317909823799900,-43.305909823799900,-22.688304828900000,-22.676304828900000
181,-43.305909823799900,-43.293909823799900,-22.688304828900000,-22.676304828900000
182,-43.293909823799900,-43.281909823799900,-22.688304828900000,-22.676304828900000
183,-43.281909823799900,-43.269909823799900,-22.688304828900000,-22.676304828900000
184,-43.269909823799900,-43.257909823799900,-22.688304828900000,-22.676304828900000
185,-43.257909823799900,-43.245909823799900,-22.688304828900000,-22.676304828900000
186,-43.245909823799900,-43.233909823799900,-22.688304828900000,-22.676304828900000
187,-43.233909823799900,-43.221909823799900,-22.688304828900000,-22.676304828900000
188,-43.221909823799900,-43.209909823799900,-22.688304828900000,-22.676304828900000
189,-43.209909823799900,-43.197909823799900,-22.688304828900000,-22.676304828900000
190,-43.197909823799900,-43.185909823799900,-22.688304828900000,-22.676304828900000
191,-43.185909823799900,-43.173909823799900,-22.688304828900000,-22.676304828900000
192,-43.173909823799900,-43.161909823799900,-22.688304828900000,-22.676304828900000
193,-43.161909823799900,-43.149909823799900,-22.688304828900000,-22.676304828900000
194,-43.149909823799900,-43.137909823799900,-22.688304828900000,-22.676304828900000
195,-43.137909823799900,-43.125909823799900,-22.688304828900000,-22.676304828900000
196,-43.125909823799900,-43.113909823799900,-22.688304828900000,-22.676304828900000
197,-43.113909823799900,-43.101909823799900,-22.688304828900000,-22.676304828900000
198,-43.101909823799900,-43.089909823799900,-22.688304828900000,-22.676304828900000
199,-43.089909823799900,-43.077909823799900,-22.688304828900000,-22.676304828900000
200,-43.077909823799900,-43.065909823799900,-22.688304828900000,-22.676304828900000
201,-43.065909823799900,-43.053909823799900,-22.688304828900000,-22.676304828900000
202,-43.053909823799900,-43.041909823799900,-22.688304828900000,-22.676304828900000
203,-43.041909823799900,-43.029909823799900,-22.688304828900000,-22.676304828900000
204,-43.845909823800000,-43.833909823799900,-22.700304828900000,-22.688304828900000
205,-43.833909823799900,-43.821909823799900,-22.700304828900000,-22.688304828900000
206,-43.821909823799900,-43.809909823799900,-22.700304828900000,-22.688304828900000
207,-43.809909823799900,-43.797909823799900,-22.700304828900000,-22.688304828900000
208,-43.797909823799900,-43.785909823799900,-22.700304828900000,-22.688304828900000
209,-43.785909823799900,-43.773909823799900,-22.700304828900000,-22.688304828900000
210,-43.773909823799900,-43.761909823799900,-22.700304828900000,-22.688304828900000
211,-43.761909823799900,-43.749909823799900,-22.700304828900000,-22.688304828900000
212,-43.749909823799900,-43.737909823799900,-22.700304828900000,-22.688304828900000
213,-43.737909823799900,-43.725909823799900,-22.700304828900000,-22.688304828900000
214,-43.725909823799900,-43.713909823799900,-22.700304828900000,-22.688304828900000
215,-43.713909823799900,-43.701909823799900,-22.700304828900000,-22.688304828900000
216,-43.701909823799900,-43.689909823799900,-22.700304828900000,-22.688304828900000
217,-43.689909823799900,-43.677909823799900,-22.700304828900000,-22.688304828900000
218,-43.677909823799900,-43.665909823799900,-22.700304828900000,-22.688304828900000
219,-43.665909823799900,-43.653909823799900,-22.700304828900000,-22.688304828900000
220,-43.653909823799900,-43.641909823799900,-22.700304828900000,-22.688304828900000
221,-43.641909823799900,-43.629909823799900,-22.700304828900000,-22.688304828900000
222,-43.629909823799900,-43.617909823799900,-22.700304828900000,-22.688304828900000
223,-43.617909823799900,-43.605909823799900,-22.700304828900000,-22.688304828900000
224,-43.605909823799900,-43.593909823799900,-22.700304828900000,-22.688304828900000
225,-43.593909823799900,-43.581909823799900,-22.700304828900000,-22.688304828900000
226,-43.581909823799900,-43.569909823799900,-22.700304828900000,-22.688304828900000
227,-43.569909823799900,-43.557909823799900,-22.700304828900000,-22.688304828900000
228,-43.557909823799900,-43.545909823799900,-22.700304828900000,-22.688304828900000
229,-43.545909823799900,-43.533909823799900,-22.700304828900000,-22.688304828900000
230,-43.533909823799900,-43.521909823799900,-22.700304828900000,-22.688304828900000
231,-43.521909823799900,-43.509909823799900,-22.700304828900000,-22.688304828900000
232,-43.509909823799900,-43.497909823799900,-22.700304828900000,-22.688304828900000
233,-43.497909823799900,-43.485909823799900,-22.700304828900000,-22.688304828900000
234,-43.485909823799900,-43.473909823799900,-22.700304828900000,-22.688304828900000
235,-43.473909823799900,-43.461909823799900,-22.700304828900000,-22.688304828900000
236,-43.461909823799900,-43.449909823799900,-22.700304828900000,-22.688304828900000
237,-43.449909823799900,-43.437909823799900,-22.700304828900000,-22.688304828900000
238,-43.437909823799900,-43.425909823799900,-22.700304828900000,-22.688304828900000
239,-43.425909823799900,-43.413909823799900,-22.700304828900000,-22.688304828900000
240,-43.413909823799900,-43.401909823799900,-22.700304828900000,-22.688304828900000
241,-43.401909823799900,-43.389909823799900,-22.700304828900000,-22.688304828900000
242,-43.389909823799900,-43.377909823799900,-22.700304828900000,-22.688304828900000
243,-43.377909823799900,-43.365909823799900,-22.700304828900000,-22.688304828900000
244,-43.365909823799900,-43.353909823799900,-22.700304828900000,-22.688304828900000
245,-43.353909823799900,-43.341909823799900,-22.700304828900000,-22.688304828900000
246,-43.341909823799900,-43.329909823799900,-22.700304828900000,-22.688304828900000
247,-43.329909823799900,-43.317909823799900,-22.700304828900000,-22.688304828900000
248,-43.317909823799900,-43.305909823799900,-22.700304828900000,-22.688304828900000
249,-43.305909823799900,-43.293909823799900,-22.700304828900000,-22.688304828900000
250,-43.293909823799900,-43.281909823799900,-22.700304828900000,-22.688304828900000
251,-43.281909823799900,-43.269909823799900,-22.700304828900000,-22.688304828900000
252,-43.269909823799900,-43.257909823799900,-22.700304828900000,-22.688304828900000
253,-43.257909823799900,-43.245909823799900,-22.700304828900000,-22.688304828900000
254,-43.245909823799900,-43.233909823799900,-22.700304828900000,-22.688304828900000
255,-43.233909823799900,-43.221909823799900,-22.700304828900000,-22.688304828900000
256,-43.221909823799900,-43.209909823799900,-22.700304828900000,-22.688304828900000
257,-43.209909823799900,-43.197909823799900,-22.700304828900000,-22.688304828900000
258,-43.197909823799900,-43.185909823799900,-22.700304828900000,-22.688304828900000
259,-43.185909823799900,-43.173909823799900,-22.700304828900000,-22.688304828900000
260,-43.173909823799900,-43.161909823799900,-22.700304828900000,-22.688304828900000
261,-43.161909823799900,-43.149909823799900,-22.700304828900000,-22.688304828900000
262,-43.149909823799900,-43.137909823799900,-22.700304828900000,-22.688304828900000
263,-43.137909823799900,-43.125909823799900,-22.700304828900000,-22.688304828900000
264,-43.125909823799900,-43.113909823799900,-22.700304828900000,-22.688304828900000
265,-43.113909823799900,-43.101909823799900,-22.700304828900000,-22.688304828900000
266,-43.101909823799900,-43.089909823799900,-22.700304828900000,-22.688304828900000
267,-43.089909823799900,-43.077909823799900,-22.700304828900000,-22.688304828900000
268,-43.077909823799900,-43.065909823799900,-22.700304828900000,-22.688304828900000
269,-43.065909823799900,-43.053909823799900,-22.700304828900000,-22.688304828900000
270,-43.053909823799900,-43.041909823799900,-22.700304828900000,-22.688304828900000
271,-43.041909823799900,-43.029909823799900,-22.700304828900000,-22.688304828900000
272,-43.845909823800000,-43.833909823799900,-22.712304828900000,-22.700304828900000
273,-43.833909823799900,-43.821909823799900,-22.712304828900000,-22.700304828900000
274,-43.821909823799900,-43.809909823799900,-22.712304828900000,-22.700304828900000
275,-43.809909823799900,-43.797909823799900,-22.712304828900000,-22.700304828900000
276,-43.797909823799900,-43.785909823799900,-22.712304828900000,-22.700304828900000
277,-43.785909823799900,-43.773909823799900,-22.712304828900000,-22.700304828900000
278,-43.773909823799900,-43.761909823799900,-22.712304828900000,-22.700304828900000
279,-43.761909823799900,-43.749909823799900,-22.712304828900000,-22.700304828900000
280,-43.749909823799900,-43.737909823799900,-22.712304828900000,-22.700304828900000
281,-43.737909823799900,-43.725909823799900,-22.712304828900000,-22.700304828900000
282,-43.725909823799900,-43.713909823799900,-22.712304828900000,-22.700304828900000
283,-43.713909823799900,-43.701909823799900,-22.712304828900000,-22.700304828900000
284,-43.701909823799900,-43.689909823799900,-22.712304828900000,-22.700304828900000
285,-43.689909823799900,-43.677909823799900,-22.712304828900000,-22.700304828900000
286,-43.677909823799900,-43.665909823799900,-22.712304828900000,-22.700304828900000
287,-43.665909823799900,-43.653909823799900,-22.712304828900000,-22.700304828900000
288,-43.653909823799900,-43.641909823799900,-22.712304828900000,-22.700304828900000
289,-43.641909823799900,-43.629909823799900,-22.712304828900000,-22.700304828900000
290,-43.629909823799900,-43.617909823799900,-22.712304828900000,-22.700304828900000
291,-43.617909823799900,-43.605909823799900,-22.712304828900000,-22.700304828900000
292,-43.605909823799900,-43.593909823799900,-22.712304828900000,-22.700304828900000
293,-43.593909823799900,-43.581909823799900,-22.712304828900000,-22.700304828900000
294,-43.581909823799900,-43.569909823799900,-22.712304828900000,-22.700304828900000
295,-43.569909823799900,-43.557909823799900,-22.712304828900000,-22.700304828900000
296,-43.557909823799900,-43.545909823799900,-22.712304828900000,-22.700304828900000
297,-43.545909823799900,-43.533909823799900,-22.712304828900000,-22.700304828900000
298,-43.533909823799900,-43.521909823799900,-22.712304828900000,-22.700304828900000
299,-43.521909823799900,-43.509909823799900,-22.712304828900000,-22.700304828900000
300,-43.509909823799900,-43.497909823799900,-22.712304828900000,-22.700304828900000
301,-43.497909823799900,-43.485909823799900,-22.712304828900000,-22.700304828900000
302,-43.485909823799900,-43.473909823799900,-22.712304828900000,-22.700304828900000
303,-43.473909823799900,-43.461909823799900,-22.712304828900000,-22.700304828900000
304,-43.461909823799900,-43.449909823799900,-22.712304828900000,-22.700304828900000
305,-43.449909823799900,-43.437909823799900,-22.712304828900000,-22.700304828900000
306,-43.437909823799900,-43.425909823799900,-22.712304828900000,-22.700304828900000
307,-43.425909823799900,-43.413909823799900,-22.712304828900000,-22.700304828900000
308,-43.413909823799900,-43.401909823799900,-22.712304828900000,-22.700304828900000
309,-43.401909823799900,-43.389909823799900,-22.712304828900000,-22.700304828900000
310,-43.389909823799900,-43.377909823799900,-22.712304828900000,-22.700304828900000
311,-43.377909823799900,-43.365909823799900,-22.712304828900000,-22.700304828900000
312,-43.365909823799900,-43.353909823799900,-22.712304828900000,-22.700304828900000
313,-43.353909823799900,-43.341909823799900,-22.712304828900000,-22.700304828900000
314,-43.341909823799900,-43.329909823799900,-22.712304828900000,-22.700304828900000
315,-43.329909823799900,-43.317909823799900,-22.712304828900000,-22.700304828900000
316,-43.317909823799900,-43.305909823799900,-22.712304828900000,-22.700304828900000
317,-43.305909823799900,-43.293909823799900,-22.712304828900000,-22.700304828900000
318,-43.293909823799900,-43.281909823799900,-22.712304828900000,-22.700304828900000
319,-43.281909823799900,-43.269909823799900,-22.712304828900000,-22.700304828900000
320,-43.269909823799900,-43.257909823799900,-22.712304828900000,-22.700304828900000
321,-43.257909823799900,-43.245909823799900,-22.712304828900000,-22.700304828900000
322,-43.245909823799900,-43.233909823799900,-22.712304828900000,-22.700304828900000
323,-43.233909823799900,-43.221909823799900,-22.712304828900000,-22.700304828900000
324,-43.221909823799900,-43.209909823799900,-22.712304828900000,-22.700304828900000
325,-43.209909823799900,-43.197909823799900,-22.712304828900000,-22.700304828900000
326,-43.197909823799900,-43.185909823799900,-22.712304828900000,-22.700304828900000
327,-43.185909823799900,-43.173909823799900,-22.712304828900000,-22.700304828900000
328,-43.173909823799900,-43.161909823799900,-22.712304828900000,-22.700304828900000
329,-43.161909823799900,-43.149909823799900,-22.712304828900000,-22.700304828900000
330,-43.149909823799900,-43.137909823799900,-22.712304828900000,-22.700304828900000
331,-43.137909823799900,-43.125909823799900,-22.712304828900000,-22.700304828900000
332,-43.125909823799900,-43.113909823799900,-22.712304828900000,-22.700304828900000
333,-43.113909823799900,-43.101909823799900,-22.712304828900000,-22.700304828900000
334,-43.101909823799900,-43.089909823799900,-22.712304828900000,-22.700304828900000
335,-43.089909823799900,-43.077909823799900,-22.712304828900000,-22.700304828900000
336,-43.077909823799900,-43.065909823799900,-22.712304828900000,-22.700304828900000
337,-43.065909823799900,-43.053909823799900,-22.712304828900000,-22.700304828900000
338,-43.053909823799900,-43.041909823799900,-22.712304828900000,-22.700304828900000
339,-43.041909823799900,-43.029909823799900,-22.712304828900000,-22.700304828900000
340,-43.845909823800000,-43.833909823799900,-22.724304828900000,-22.712304828900000
341,-43.833909823799900,-43.821909823799900,-22.724304828900000,-22.712304828900000
342,-43.821909823799900,-43.809909823799900,-22.724304828900000,-22.712304828900000
343,-43.809909823799900,-43.797909823799900,-22.724304828900000,-22.712304828900000
344,-43.797909823799900,-43.785909823799900,-22.724304828900000,-22.712304828900000
345,-43.785909823799900,-43.773909823799900,-22.724304828900000,-22.712304828900000
346,-43.773909823799900,-43.761909823799900,-22.724304828900000,-22.712304828900000
347,-43.761909823799900,-43.749909823799900,-22.724304828900000,-22.712304828900000
348,-43.749909823799900,-43.737909823799900,-22.724304828900000,-22.712304828900000
349,-43.737909823799900,-43.725909823799900,-22.724304828900000,-22.712304828900000
350,-43.725909823799900,-43.713909823799900,-22.724304828900000,-22.712304828900000
351,-43.713909823799900,-43.701909823799900,-22.724304828900000,-22.712304828900000
352,-43.701909823799900,-43.689909823799900,-22.724304828900000,-22.712304828900000
353,-43.689909823799900,-43.677909823799900,-22.724304828900000,-22.712304828900000
354,-43.677909823799900,-43.665909823799900,-22.724304828900000,-22.712304828900000
355,-43.665909823799900,-43.653909823799900,-22.724304828900000,-22.712304828900000
356,-43.653909823799900,-43.641909823799900,-22.724304828900000,-22.712304828900000
357,-43.641909823799900,-43.629909823799900,-22.724304828900000,-22.712304828900000
358,-43.629909823799900,-43.617909823799900,-22.724304828900000,-22.712304828900000
359,-43.617909823799900,-43.605909823799900,-22.724304828900000,-22.712304828900000
360,-43.605909823799900,-43.593909823799900,-22.724304828900000,-22.712304828900000
361,-43.593909823799900,-43.581909823799900,-22.724304828900000,-22.712304828900000
362,-43.581909823799900,-43.569909823799900,-22.724304828900000,-22.712304828900000
363,-43.569909823799900,-43.557909823799900,-22.724304828900000,-22.712304828900000
364,-43.557909823799900,-43.545909823799900,-22.724304828900000,-22.712304828900000
365,-43.545909823799900,-43.533909823799900,-22.724304828900000,-22.712304828900000
